concept,analytic_name,NHANES cycle,source component,source filename,raw variable,label,unit,valid range,missing codes,special codes,lower detection limit,fasting requirement,survey weight requirement,transformation,harmonization decision,evidence source,final status,notes
CBC counts,siri,2005-2006,CBC,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2005-2006\CBC_D.XPT,LBDNENO,"absolute neutrophil, monocyte, lymphocyte counts",10^3 cells/uL or equivalent,1.75422e-78 to 29.0429,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,neutrophil_abs * monocyte_abs / lymphocyte_abs; invalid if lymphocyte<=0,LOCKED_STAGE2_WITH_UNIT_AUDIT,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC hematology
CBC counts,siri,2007-2008,CBC,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2007-2008\CBC_E.XPT,LBDNENO,"absolute neutrophil, monocyte, lymphocyte counts",10^3 cells/uL or equivalent,0.0189189 to 20.5,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,neutrophil_abs * monocyte_abs / lymphocyte_abs; invalid if lymphocyte<=0,LOCKED_STAGE2_WITH_UNIT_AUDIT,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC hematology
CBC counts,siri,2009-2010,CBC,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2009-2010\CBC_F.XPT,LBDNENO,"absolute neutrophil, monocyte, lymphocyte counts",10^3 cells/uL or equivalent,0.0625 to 22.9241,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,neutrophil_abs * monocyte_abs / lymphocyte_abs; invalid if lymphocyte<=0,LOCKED_STAGE2_WITH_UNIT_AUDIT,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC hematology
CBC counts,siri,2011-2012,CBC,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2011-2012\CBC_G.XPT,LBDNENO,"absolute neutrophil, monocyte, lymphocyte counts",10^3 cells/uL or equivalent,4.31808e-78 to 20.4,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,neutrophil_abs * monocyte_abs / lymphocyte_abs; invalid if lymphocyte<=0,LOCKED_STAGE2_WITH_UNIT_AUDIT,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC hematology
CBC counts,siri,2013-2014,CBC,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\CBC_H.XPT,LBDNENO,"absolute neutrophil, monocyte, lymphocyte counts",10^3 cells/uL or equivalent,0.0786885 to 24.6,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,neutrophil_abs * monocyte_abs / lymphocyte_abs; invalid if lymphocyte<=0,LOCKED_STAGE2_WITH_UNIT_AUDIT,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC hematology
CBC counts,siri,2015-2016,CBC,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\CBC_I.XPT,LBDNENO,"absolute neutrophil, monocyte, lymphocyte counts",10^3 cells/uL or equivalent,0.0663391 to 13.3,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,neutrophil_abs * monocyte_abs / lymphocyte_abs; invalid if lymphocyte<=0,LOCKED_STAGE2_WITH_UNIT_AUDIT,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC hematology
CBC counts,siri,2017-2018,CBC,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\CBC_J.XPT,LBDNENO,"absolute neutrophil, monocyte, lymphocyte counts",10^3 cells/uL or equivalent,0.0466667 to 20.41,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,neutrophil_abs * monocyte_abs / lymphocyte_abs; invalid if lymphocyte<=0,LOCKED_STAGE2_WITH_UNIT_AUDIT,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC hematology
CBC counts,siri,2021-2023,CBC,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\CBC_L.XPT,LBDNENO,"absolute neutrophil, monocyte, lymphocyte counts",10^3 cells/uL or equivalent,0.0714286 to 20.8,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,neutrophil_abs * monocyte_abs / lymphocyte_abs; invalid if lymphocyte<=0,LOCKED_STAGE2_WITH_UNIT_AUDIT,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC hematology
Survey design,strata,2005-2006,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2005-2006\DEMO_D.XPT,SDMVSTRA,masked variance stratum,identifier,44 to 58,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,strata,2007-2008,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2007-2008\DEMO_E.XPT,SDMVSTRA,masked variance stratum,identifier,59 to 74,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,strata,2009-2010,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2009-2010\DEMO_F.XPT,SDMVSTRA,masked variance stratum,identifier,75 to 89,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,strata,2011-2012,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2011-2012\DEMO_G.XPT,SDMVSTRA,masked variance stratum,identifier,90 to 103,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,strata,2013-2014,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\DEMO_H.XPT,SDMVSTRA,masked variance stratum,identifier,104 to 118,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,strata,2015-2016,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\DEMO_I.XPT,SDMVSTRA,masked variance stratum,identifier,119 to 133,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,strata,2017-2018,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\DEMO_J.XPT,SDMVSTRA,masked variance stratum,identifier,134 to 148,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,strata,2021-2023,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\DEMO_L.XPT,SDMVSTRA,masked variance stratum,identifier,173 to 187,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,psu,2005-2006,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2005-2006\DEMO_D.XPT,SDMVPSU,masked variance PSU,identifier,1 to 2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,psu,2007-2008,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2007-2008\DEMO_E.XPT,SDMVPSU,masked variance PSU,identifier,1 to 2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,psu,2009-2010,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2009-2010\DEMO_F.XPT,SDMVPSU,masked variance PSU,identifier,1 to 3,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,psu,2011-2012,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2011-2012\DEMO_G.XPT,SDMVPSU,masked variance PSU,identifier,1 to 3,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,psu,2013-2014,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\DEMO_H.XPT,SDMVPSU,masked variance PSU,identifier,1 to 2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,psu,2015-2016,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\DEMO_I.XPT,SDMVPSU,masked variance PSU,identifier,1 to 2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,psu,2017-2018,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\DEMO_J.XPT,SDMVPSU,masked variance PSU,identifier,1 to 2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
Survey design,psu,2021-2023,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\DEMO_L.XPT,SDMVPSU,masked variance PSU,identifier,1 to 2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,survey design
MEC weight,combined_mec_weight,2005-2006,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2005-2006\DEMO_D.XPT,WTMEC2YR,MEC examination weight,weight,7.71086e-80 to 22307.5,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,WTMEC2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
MEC weight,combined_mec_weight,2007-2008,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2007-2008\DEMO_E.XPT,WTMEC2YR,MEC examination weight,weight,7.71086e-80 to 27538.7,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,WTMEC2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
MEC weight,combined_mec_weight,2009-2010,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2009-2010\DEMO_F.XPT,WTMEC2YR,MEC examination weight,weight,7.71086e-80 to 22592.4,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,WTMEC2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
MEC weight,combined_mec_weight,2011-2012,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2011-2012\DEMO_G.XPT,WTMEC2YR,MEC examination weight,weight,7.71086e-80 to 31797.1,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,WTMEC2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
MEC weight,combined_mec_weight,2013-2014,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\DEMO_H.XPT,WTMEC2YR,MEC examination weight,weight,7.71086e-80 to 24485,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,WTMEC2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
MEC weight,combined_mec_weight,2015-2016,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\DEMO_I.XPT,WTMEC2YR,MEC examination weight,weight,7.71086e-80 to 34626.7,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,WTMEC2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
MEC weight,combined_mec_weight,2017-2018,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\DEMO_J.XPT,WTMEC2YR,MEC examination weight,weight,7.71086e-80 to 59966.1,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,WTMEC2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
MEC weight,combined_mec_weight,2021-2023,DEMO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\DEMO_L.XPT,WTMEC2YR,MEC examination weight,weight,5.39761e-79 to 227108,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,WTMEC2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
Fasting weight,combined_fasting_weight,2005-2006,GLU/TRIGLY,,WTSAF2YR,fasting subsample weight,weight,7.71086e-80 to 46770.6,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTSAF2YR,WTSAF2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
Fasting weight,combined_fasting_weight,2007-2008,GLU/TRIGLY,,WTSAF2YR,fasting subsample weight,weight,7.71086e-80 to 57807.9,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTSAF2YR,WTSAF2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
Fasting weight,combined_fasting_weight,2009-2010,GLU/TRIGLY,,WTSAF2YR,fasting subsample weight,weight,7.71086e-80 to 48174.1,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTSAF2YR,WTSAF2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
Fasting weight,combined_fasting_weight,2011-2012,GLU/TRIGLY,,WTSAF2YR,fasting subsample weight,weight,7.71086e-80 to 74433.3,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTSAF2YR,WTSAF2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
Fasting weight,combined_fasting_weight,2013-2014,GLU/TRIGLY,,WTSAF2YR,fasting subsample weight,weight,7.71086e-80 to 56568.4,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTSAF2YR,WTSAF2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
Fasting weight,combined_fasting_weight,2015-2016,GLU/TRIGLY,,WTSAF2YR,fasting subsample weight,weight,7.71086e-80 to 74518.9,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTSAF2YR,WTSAF2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
Fasting weight,combined_fasting_weight,2017-2018,GLU/TRIGLY,,WTSAF2YR,fasting subsample weight,weight,7.71086e-80 to 134879,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTSAF2YR,WTSAF2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
Fasting weight,combined_fasting_weight,2021-2023,GLU/TRIGLY,,WTSAF2YR,fasting subsample weight,weight,5.39761e-79 to 561922,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTSAF2YR,WTSAF2YR / 7 for development pooled data; no division for 2021-2023,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,divide by 7 for 2005-2018 pooled development analysis
